id;programa;codigo_programa;codigo_instituicao
1630;GEOCIÊNCIAS GEOLOGIA SEDIMENTAR;33002010128P6;33002010
1631;GEOCIÊNCIAS GEOQUÍMICA E GEOTECTÔNICA;33002010127P0;33002010
1632;GEOCIÊNCIAS MINERALOGIA E PETROLOGIA;33002010013P4;33002010
1633;GEOCIÊNCIAS RECURSOS MINERAIS E HIDROGEOLOGIA;33002010126P3;33002010
1634;GEOFÍSICA 33002010016P3;33002010
1635;GEOGRAFIA GEOGRAFIA  FÍSICA;33002010034P1;33002010
1636;GEOGRAFIA GEOGRAFIA HUMANA;33002010035P8;33002010
1637;Gerenciamento em Enfermagem;33002010213P3;33002010
1638;GERONTOLOGIA;33002010244P6;33002010
1639;GESTÃO DA INFORMAÇÃO;33002010248P1;33002010
1640;Gestão de Políticas Públicas;33002010232P8;33002010
1641;Gestão e Inovação na Indústria Animal;33002010235P7;33002010
1642;HISTÓRIA ECONÔMICA;33002010033P5;33002010
1643;HISTÓRIA SOCIAL;33002010032P9;33002010
1644;Humanidades, Direitos e outras Legitimidades;33002010227P4;33002010
1645;IMUNOLOGIA;33002010121P1;33002010
1646;Inovação na Construção Civil;33002010233P4;33002010
1647;INTEGRAÇÃO DA AMÉRICA LATINA;33002010134P6;33002010
1648;INTERNACIONAL BIOLOGIA CELULAR E MOLECULAR VEGETAL;33002010206P7;33002010
1649;LETRAS;23001011069P5;33002010
1650;LETRAS EST.COMP. DE LITER. DE LÍNGUA PORTUGUESA;33002010168P8;33002010
1651;LETRAS LETRAS CLÁSSICAS;33002010106P2;33002010
1652;LETRAS LÍNGUA,  LITERATURA E CULTURA ITALIANAS;33002010104P0;33002010
1653;LETRAS LÍNGUA E LITERATURA ALEMÃ;33002010105P6;33002010
1654;LETRAS LÍNGUA ESPANHOLA E LIT. ESPANHOLA E HISPANO-AMERIC.;33002010113P9;33002010
1655;LETRAS LÍNGUA LITERATURA E CULTURA JAPONESA;33002010175P4;33002010
1656;LETRAS LITERATURA PORTUGUESA;33002010111P6;33002010
1657;LETRAS TEORIA LITERÁRIA E LITERATURA COMPARADA;33002010112P2;33002010
1658;Letras Estrangeiras e Tradução;33002010108P5;33002010
1659;LÍNGUA, LITERATURA E CULTURA ARABE;33002010183P7;33002010
1660;LÍNGUA HEBRAICA, LITERATURA E CULTURA JUDAICA;33002010135P2;33002010
1661;LINGÜÍSTICA;33002010103P3;33002010
1662;LITERATURA BRASILEIRA;33002010110P0;33002010
1663;LITERATURA E CULTURA RUSSA;33002010184P3;33002010
1664;MATEMÁTICA;33002010005P1;33002010
1665;MATEMÁTICA APLICADA;33002010006P8;33002010
1666;Matemática em Rede Nacional;31075010001P2;33002010
1667;MEDICINA CIRURGIA DO APARELHO DIGESTIVO;33002010153P0;33002010
1668;MEDICINA CIRURGIA TORÁCICA E CARDIOVASCULAR;33002010161P3;33002010
1669;MEDICINA CLÍNICA CIRÚRGICA;33002010059P4;33002010
1670;MEDICINA DERMATOLOGIA;33002010060P2;33002010
1671;MEDICINA HEMATOLOGIA;33002010065P4;33002010
1672;MEDICINA OBSTETRÍCIA E GINECOLOGIA;33002010064P8;33002010
1673;MEDICINA PEDIATRIA;33002010072P0;33002010
1674;MEDICINA REUMATOLOGIA;33002010074P3;33002010
1675;MEDICINA TROPICAL;33002010204P4;33002010
1676;Meios e Processos Audiovisuais;33002010212P7;33002010
1677;METEOROLOGIA;33002010124P0;33002010
1678;Modelagem de Sistemas Complexos;33002010211P0;33002010
1679;MODELAGEM MATEMÁTICA EM FINANÇAS;33002010181P4;33002010
1680;Mudança Social e Participação Política;33002010218P5;33002010
1681;Multicêntrico em Bioquímica e Biologia Molecular;33287015001P7;33002010
1682;MULTICÊNTRICO EM CIÊNCIAS FISIOLÓGICAS;33147019001P2;33002010
1683;Museologia;33002010226P8;33002010
1684;MÚSICA;33002010203P8;33002010
1685;NEFROLOGIA;33002010117P4;33002010
1686;NEUROCIÊNCIAS E COMPORTAMENTO;33002010162P0;33002010
1687;NEUROLOGIA;33002010069P0;33002010
1688;NUTRIÇÃO EM SAÚDE PÚBLICA;33002010199P0;33002010
1689;NUTRIÇÃO E PRODUÇÃO ANIMAL;33002010098P0;33002010
1690;NUTRIÇÃO HUMANA APLICADA;33002010163P6;33002010
1691;Oceanografia;33002010219P1;33002010
1692;OCEANOGRAFIA OCEANOGRAFIA BIOLÓGICA;33002010025P2;33002010
1693;OCEANOGRAFIA OCEANOGRAFIA FÍSICA;33002010015P7;33002010
1694;OCEANOGRAFIA QUÍMICA E GEOLÓGICA;33002010178P3;33002010
1695;ODONTOLOGIA;33002010141P2;33002010
1696;ODONTOLOGIA(BIOMATERIAIS E BIOLOGIA ORAL;33002010146P4;33002010
1697;ODONTOLOGIA CIRURGIA E TRAUMATOLOGIA BUCO-MAXILO-FACIAL;33002010179P0;33002010
1698;ODONTOLOGIA CLÍNICA INTEGRADA;33002010142P9;33002010
1699;ODONTOLOGIA DEONTOLOGIA E ODONTOLOGIA LEGAL;33002010167P1;33002010
1700;ODONTOLOGIA ENDODONTIA;33002010136P9;33002010
1701;ODONTOLOGIA ORTODONTIA;33002010076P6;33002010
1702;ODONTOLOGIA PATOLOGIA E ESTOMATOLOGIA BASICA  E APLICADA;33002010139P8;33002010
1703;ODONTOLOGIA PERIODONTIA;33002010137P5;33002010
1704;ODONTOLOGIA PRÓTESE-BUCO-MAXILO FACIAL;33002010187P2;33002010
1705;ODONTOLOGIA PRÓTESE DENTÁRIA;33002010140P6;33002010
1706;OFTALMOLOGIA;33002010122P8;33002010
1707;ONCOLOGIA;33002010154P7;33002010
1708;ONCOLOGIA;33002010251P2;33002010
1709;OTORRINOLARINGOLOGIA;33002010070P8;33002010
1710;OTORRINOLARINGOLOGIA;33002010197P8;33002010
1711;PATOLOGIA;33002010056P5;33002010
1712;PATOLOGIA EXPERIMENTAL E COMPARADA;33002010057P1;33002010
1713;PNEUMOLOGIA;33002010118P0;33002010
1714;PSICOLOGIA PSICOLOGIA EXPERIMENTAL;33002010037P0;33002010
1715;PSICOLOGIA CLÍNICA;33002010039P3;33002010
1716;PSICOLOGIA ESCOLAR E DO DESENVOLVIMENTO HUMANO;33002010038P7;33002010
1717;PSICOLOGIA SOCIAL;33002010040P1;33002010
1718;PSIQUIATRIA;33002010073P7;33002010
1719;QUIMICA;33002010191P0;33002010
1720;QUÍMICA FÍSICO-QUÍMICA;33002010011P1;33002010
1721;QUÍMICA QUÍMICA ANALÍTICA;33002010010P5;33002010
1722;QUÍMICA QUÍMICA INORGÂNICA;33002010008P0;33002010
1723;QUÍMICA QUÍMICA ORGÂNICA;33002010009P7;33002010
1724;Química em Rede Nacional;31001017169P2;33002010
1725;RADIOLOGIA;33002010133P0;33002010
1726;RELAÇÕES INTERNACIONAIS;33002010208P0;33002010
1727;REPRODUÇÃO ANIMAL;33002010047P6;33002010
1728;Saúde Coletiva;33002010066P0;33002010
1729;SAÚDE GLOBAL E SUSTENTABILIDADE;33002010236P3;33002010
1730;SAÚDE PÚBLICA;33002010067P7;33002010
1731;Sistemas de Informação;33002010214P0;33002010
1732;Sistemática, Taxonomia Animal e Biodiversidade;33002010221P6;33002010
1733;SOCIOLOGIA;33002010028P1;33002010
1734;Sustentabilidade;33002010228P0;33002010
1735;TECNOLOGIA BIOQUÍMICO-FARMACÊUTICA;33002010078P9;33002010
1736;TECNOLOGIA BIOQUÍMICO-FARMACÊUTICA;33002010180P8;33002010
1737;Tecnologia em Química e Bioquímica;33002010225P1;33002010
1738;TECNOLOGIA NUCLEAR;33002010050P7;33002010
1739;TERAPIA OCUPACIONAL E PROCESSOS DE INCLUSÃO SOCIAL;33002010253P5;33002010
1740;TÊXTIL E MODA;33002010220P0;33002010
1741;TOXICOLOGIA;33002010082P6;33002010
1742;TOXICOLOGIA E ANÁLISES TOXICOLÓGICAS;33002010080P3;33002010
1743;Turismo;33002010243P0;33002010
1744;UROLOGIA;33002010129P2;33002010
1745;VIGILÂNCIA EM SAÚDE PÚBLICA;33002010196P1;33002010
1746;ZOOTECNIA;33002010165P9;33002010
1747;ADMINISTRAÇÃO DE ORGANIZAÇÕES;33002029036P0;33002029
1748;Biociências e Biotecnologia;33002029041P3;33002029
1749;BIOLOGIA CELULAR E MOLECULAR;33002029006P3;33002029
1750;BIOLOGIA COMPARADA;33002029033P0;33002029
1751;Biologia Oral;33002029048P8;33002029
1752;BIOQUÍMICA;33002029002P8;33002029
1753;CIÊNCIAS BIOLÓGICAS BIOESTATÍSTICA;33002029001P1;33002029
1754;CIÊNCIAS BIOLÓGICAS FARMACOLOGIA;33002029003P4;33002029
1755;CIÊNCIAS BIOLÓGICAS GENÉTICA;33002029005P7;33002029
1756;Ciências da Saúde Aplicadas ao Aparelho Locomotor;33002029014P6;33002029
1757;Ciências das Imagens e Física Médica;33002029049P4;33002029
1758;CIÊNCIAS FARMACÊUTICAS;33002029023P5;33002029
1759;COMPUTAÇÃO APLICADA;33002029052P5;33002029
1760;CONTROLADORIA E CONTABILIDADE;33002029040P7;33002029
1761;Direito;33002029051P9;33002029
1762;ECONOMIA;33002029037P6;33002029
1763;Educação;33002029042P0;33002029
1764;EDUCAÇÃO FÍSICA E ESPORTE;33002029053P1;33002029
1765;ENFERMAGEM EM SAÚDE PÚBLICA;33002029027P0;33002029
1766;ENFERMAGEM FUNDAMENTAL;33002029017P5;33002029
1767;ENFERMAGEM PSIQUIÁTRICA;33002029016P9;33002029
1768;ENTOMOLOGIA;33002029018P1;33002029
1769;FÍSICA APLICADA À MEDICINA E BIOLOGIA;33002029022P9;33002029
1770;FÍSICO-QUÍMICA;33002029025P8;33002029
1771;FISIOLOGIA;33002029004P0;33002029
1772;Gestão de Organizações de Saúde;33002029046P5;33002029
1773;GINECOLOGIA E OBSTETRÍCIA;33002029009P2;33002029
1774;Hemoterapia e Biotecnologia;33002029043P6;33002029
1775;IMUNOLOGIA BÁSICA E APLICADA;33002029026P4;33002029
1776;Matemática em Rede Nacional;31075010001P2;33002029
1777;MEDICINA;33002029055P4;33002029
1778;MEDICINA CLÍNICA CIRÚRGICA;33002029008P6;33002029
1779;MEDICINA CLÍNICA MÉDICA;33002029010P0;33002029
1780;MEDICINA NEUROLOGIA;33002029012P3;33002029
1781;MEDICINA OTORRINOLARINGOLOGIA;33002029028P7;33002029
1782;MEDICINA SAÚDE MENTAL;33002029029P3;33002029
1783;Nanotecnologia Farmacêutica;52001016048P0;33002029
1784;Neurologia e Neurociencias Clinicas;33002029050P2;33002029
1785;NUTRIÇÃO E METABOLISMO;33002029054P8;33002029
1786;ODONTOLOGIA PERIODONTIA;33002029034P7;33002029
1787;ODONTOLOGIA REABILITAÇÃO ORAL;33002029019P8;33002029
1788;ODONTOLOGIA RESTAURADORA;33002029032P4;33002029
1789;ODONTOPEDIATRIA;33002029035P3;33002029
1790;OFTALMOLOGIA;33002029013P0;33002029
1791;OFTALMOLOGIA OTORRINOLARINGOLOGIA E CIR. DE CABEÇA E PESCOÇO;33002029038P2;33002029
1792;Oncologia Clínica, Células-Tronco e Terapia Celular;33002029044P2;33002029
1793;PATOLOGIA;33002029007P0;33002029
1794;PSICOBIOLOGIA;33002029020P6;33002029
1795;PSICOLOGIA;33002029030P1;33002029
1796;QUÍMICA;33002029031P8;33002029
1797;QUÍMICA QUÍMICA ORGÂNICA;33002029021P2;33002029
1798;QUÍMICA INORGÂNICA;33002029024P1;33002029
1799;Reabilitação e Desempenho Funcional;33002029045P9;33002029
1800;SAÚDE DA CRIANÇA E DO ADOLESCENTE;33002029015P2;33002029
1801;Saúde Pública;33002029011P7;33002029
1802;Tecnologia e Inovação em Enfermagem;33002029047P1;33002029
1803;TOXICOLOGIA;33002029039P9;33002029
1804;ARQUITETURA E URBANISMO;33002045014P7;33002045
1805;BIOENGENHARIA;33002045006P4;33002045
1806;CIÊNCIAS DA COMPUTAÇÃO E MATEMÁTICA COMPUTACIONAL;33002045004P1;33002045
1807;CIÊNCIAS DA ENGENHARIA AMBIENTAL;33002045016P0;33002045
1808;CIÊNCIAS E ENGENHARIA DE MATERIAIS;33002045017P6;33002045
1809;ENGENHARIA CIVIL ENGENHARIA DE ESTRUTURAS;33002045007P0;33002045
1810;ENGENHARIA DE PRODUÇÃO;33002045018P2;33002045
1811;ENGENHARIA DE TRANSPORTES;33002045013P0;33002045
1812;ENGENHARIA ELÉTRICA;33002045010P1;33002045
1813;ENGENHARIA HIDRÁULICA E SANEAMENTO;33002045008P7;33002045
1814;ENGENHARIA MECÂNICA;33002045011P8;33002045
1815;ENGENHARIA METALÚRGICA;33002045012P4;33002045
1816;FÍSICA;33002045002P9;33002045
1817;FÍSICO-QUÍMICA;33002045005P8;33002045
1818;GEOTECNIA;33002045009P3;33002045
1819;Matemática, Estatística e Computação Aplicadas à Indústria;33002045021P3;33002045
1820;MATEMÁTICA;33002045003P5;33002045
1821;Matemática em Rede Nacional;31075010001P2;33002045
1822;Química;33002045020P7;33002045
1823;QUÍMICA QUÍMICA ANALÍTICA;33002045015P3;33002045
1824; Rede Nacional para Ensino das Ciências Ambientais;33002045070P4;33002045
1825;Multicêntrico em Bioquímica e Biologia Molecular;33287015001P7;33002118
1826;CIÊNCIAS FARMACÊUTICAS;33065012003P9;33065012
1827;COMUNICAÇÃO E CULTURA;33065012002P2;33065012
1828;EDUCAÇÃO;33065012001P6;33065012
1829;Processos Tecnológicos e Ambientais;33065012004P5;33065012
1830;CIÊNCIAS AMBIENTAIS;33021015009P4;33021015
1831;Ciências Ambientais;33021015012P5;33021015
1832;Desenvolvimento Humano: Formação, Políticas e Práticas Socia;33021015010P2;33021015
1833;EDUCAÇÃO;33021015013P1;33021015
1834;ENGENHARIA MECÂNICA;33021015006P5;33021015
1835;Engenharia Mecânica;33021015014P8;33021015
1836;GESTÃO E DESENVOLVIMENTO REGIONAL;33021015008P8;33021015
1837;LINGÜÍSTICA APLICADA;33021015007P1;33021015
1838;ODONTOLOGIA;33021015001P3;33021015
1839;Planejamento e Desenvolvimento Regional;33021015011P9;33021015
1840;EDUCAÇÃO;32036019001P4;32036019
1841;ENGENHARIA QUÍMICA;32036019004P3;32036019
1842;FORMAÇÃO DOCENTE PARA A EDUCAÇÃO BÁSICA;32036019005P0;32036019
1843;ODONTOLOGIA;32036019002P0;32036019
1844;Sanidade e Produção Animal nos Trópicos;32036019003P7;32036019
1845;Ciências Ambientais;31027016003P9;31027016
1846;CIÊNCIAS APLICADAS EM SAÚDE;31027016004P5;31027016
1847;Diagnóstico em Medicina Veterinária;31027016005P1;31027016
1848;EDUCAÇÃO MATEMÁTICA;31027016002P2;31027016
1849;HISTÓRIA;31027016001P6;31027016
1850;ADMINISTRAÇÃO;41009010003P6;41009010
1851;DESENVOLVIMENTO REGIONAL;41009010001P3;41009010
1852;ENGENHARIA CIVIL, SANITÁRIA E AMBIENTAL;41009010002P0;41009010
1853;AGROECOLOGIA E DESENVOLVIMENTO TERRITORIAL;25020013042P2;28005015
1854;Agronomia: Horticultura Irrigada;28005015005P6;28005015
1855;Biodiversidade Vegetal;28005015010P0;28005015
1856;CIÊNCIAS FARMACÊUTICAS ;28005015073P1;28005015
1857;CRÍTICA CULTURAL;28005015008P5;28005015
1858;CULTURA, MEMÓRIA E DESENVOLVIMENTO REGIONAL;28005015002P7;28005015
1859;DIFUSÃO DO CONHECIMENTO IFBA - SENAI/CIMATEC - LNCC - UNEB - UEFS;28001010064P0;28005015
1860;ECOLOGIA HUMANA E GESTÃO SOCIOAMBIENTAL;28005015009P1;28005015
1861;Educação, Cultura e Territórios Semiáridos;28005015013P9;28005015
1862;Educação de Jovens e Adultos;28005015012P2;28005015
1863;EDUCAÇÃO E CONTEMPORANEIDADE;28005015001P0;28005015
1864;Educação e Diversidade;28005015014P5;28005015
1865;ENSINO, LINGUAGEM E SOCIEDADE;28005015075P4;28005015
1866;Ensino de Física  - PROFIS;33283010001P5;28005015
1867;Ensino de História;31001017155P1;28005015
1868;ESTUDO DE LINGUAGENS;28005015003P3;28005015
1869;ESTUDOS AFRICANOS, POVOS INDÍGENAS E CULTURAS NEGRAS;28005015071P9;28005015
1870;ESTUDOS TERRITORIAIS ;28005015074P8;28005015
1871;Gestão e Tecnologias Aplicadas à Educação;28005015011P6;28005015
1872;HISTÓRIA;28005015070P2;28005015
1873;HISTÓRIA REGIONAL E LOCAL;28005015007P9;28005015
1874;INTERVENÇÃO EDUCATIVA E SOCIAL;28005015072P5;28005015
1875;LETRAS;23001011069P5;28005015
1876;POLÍTICAS PÚBLICAS, GESTÃO DO CONHECIMENTO E DESEN. REGIONAL;28005015006P2;28005015
1877;QUÍMICA APLICADA;28005015004P0;28005015
1878;SAÚDE COLETIVA;28005015076P0;28005015
1879;AMBIENTE E SISTEMAS DE PRODUÇÃO AGRÍCOLA;50002015006P6;50002015
1880;Biodiversidade e Agroecossistemas Amazônicos;50002015008P9;50002015
1881;Biodiversidade e Biotecnologia - Rede BIONORTE;12001015038P1;50002015
1882;Biotecnologia e Biodiversidade - Rede Pró-Centro-Oeste;53001010100P8;50002015
1883;CIÊNCIAS AMBIENTAIS;50002015001P4;50002015
1884;ECOLOGIA E CONSERVAÇÃO;50002015002P0;50002015
1885;Educação;50002015005P0;50002015
1886;EDUCAÇÃO INCLUSIVA;33004129069P9;50002015
1887;ENSINO DE CIENCIAS E MATEMÁTICA;50002015101P9;50002015
1888;Ensino de História;31001017155P1;50002015
1889;ENSINO EM CONTEXTO INDÍGENA INTERCULTURAL ;50002015157P4;50002015
1890;Estudos Literários;50002015004P3;50002015
1891;GENÉTICA E MELHORAMENTO DE PLANTAS;50002015007P2;50002015
1892;GEOGRAFIA ;50002015102P5;50002015
1893;GESTÃO E REGULAÇÃO DE RECURSOS HÍDRICOS - PROFÁGUA;33004013069P2;50002015
1894;LETRAS;23001011069P5;50002015
1895;LETRAS;50002015156P8;50002015
1896;Línguística;50002015003P7;50002015
1897;Matemática em Rede Nacional;31075010001P2;50002015
1898;PROFBIO ENSINO DE BIOLOGIA EM REDE NACIONAL;32001010175P5;50002015
1899;PROFNIT - PROPRIEDADE INTELECTUAL E TRANSFERÊNCIA DE TECNOLOGIA PARA INOVAÇÃO;31102000001P6;50002015
1900;ARTES;32025017003P9;32025017
1901;CIÊNCIAS AMBIENTAIS;32025017004P5;32025017
1902;DESENVOLVIMENTO REGIONAL E MEIO AMBIENTE;32025017006P8;32025017
1903;DESIGN;32025017002P2;32025017
1904;Educação;32025017001P6;32025017
1905;ENGENHARIA DE MATERIAIS - UFOP - UEMG;32007019007P3;32025017
1906;PROFNIT - PROPRIEDADE INTELECTUAL E TRANSFERÊNCIA DE TECNOLOGIA PARA INOVAÇÃO;31102000001P6;32025017
1907;SEGURANÇA PÚBLICA E CIDADANIA;32025017005P1;32025017
1908;ADMINISTRAÇÃO;41002016009P0;41002016
1909;Administração;41002016020P3;41002016
1910;ARTES VISUAIS;41002016010P8;41002016
1911;CIENCIA ANIMAL;41002016008P3;41002016
1912;CIENCIA DO SOLO;41002016003P1;41002016
1913;CIÊNCIA E ENGENHARIA DE MATERIAIS;41002016001P9;41002016
1914;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;41002016164P5;41002016
1915;CIÊNCIAS AMBIENTAIS;41002016158P5;41002016
1916;CIÊNCIAS DO MOVIMENTO HUMANO;41002016004P8;41002016
1917;Computação Aplicada;41002016023P2;41002016
1918;Design;41002016022P6;41002016
1919;DESIGN DE VESTUÁRIO E MODA;41002016165P1;41002016
1920;EDUCAÇÃO;41002016015P0;41002016
1921;EDUCAÇÃO INCLUSIVA;33004129069P9;41002016
1922;Enfermagem na Atenção Primária à Saúde;41002016166P8;41002016
1923;ENGENHARIA CIVIL;41002016157P9;41002016
1924;ENGENHARIA ELÉTRICA;41002016012P0;41002016
1925;Engenharia Elétrica;41002016018P9;41002016
1926;Engenharia Florestal;41002016024P9;41002016
1927;Engenharia Mecânica;41002016019P5;41002016
1928;ENSINO DE CIÊNCIAS, MATEMÁTICA E TECNOLOGIAS;41002016161P6;41002016
1929;Ensino de História;31001017155P1;41002016
1930;FÍSICA;41002016011P4;41002016
1931;FISIOTERAPIA;41002016021P0;41002016
1932;Gestão da Informação;41002016025P5;41002016
1933;HISTÓRIA;41002016013P7;41002016
1934;Matemática em Rede Nacional;31075010001P2;41002016
1935;Multicêntrico em Bioquímica e Biologia Molecular;33287015001P7;41002016
1936;MÚSICA;41002016014P3;41002016
1937;PLANEJAMENTO TERRITORIAL E DESENVOLVIMENTO SÓCIO-AMBIENTAL;41002016016P6;41002016
1938;PLANEJAMENTO TERRITORIAL E DESENVOLVIMENTO SÓCIO-AMBIENTAL;41002016163P9;41002016
1939;PRODUÇÃO VEGETAL;41002016007P7;41002016
1940;PROFARTES;41002016026P1;41002016
1941;QUÍMICA APLICADA;41002016162P2;41002016
1942;TEATRO;41002016005P4;41002016
1943;ZOOTECNIA;41002016156P2;41002016
1944;Biodiversidade e Biotecnologia - Rede BIONORTE;12001015038P1;14003015
1945;Biodiversidade e Biotecnologia - Rede BIONORTE;12001015038P1;12008010
1946;BIOTECNOLOGIA E RECURSOS NATURAIS DA AMAZÔNIA;12008010003P1;12008010
1947;CIÊNCIAS APLICADAS À DERMATOLOGIA;12008010071P7;12008010
1948;CIÊNCIAS HUMANAS;12008010070P0;12008010
1949;CLIMA E AMBIENTE - INPA - UEA;12002011011P2;12008010
1950;DIREITO AMBIENTAL;12008010002P5;12008010
1951;EDUCAÇÃO EM CIÊNCIAS E MATEMÁTICA - UFMT - UFPA - UEA;50001019028P3;12008010
1952;EDUCAÇÃO EM CIÊNCIAS NA AMAZÔNIA;12008010005P4;12008010
1953;EDUCAÇÃO NA AMAZÔNIA;15001016166P8;12008010
1954;ENFERMAGEM EM SAÚDE PÚBLICA;12008010072P3;12008010
1955;ENSINO DE CIÊNCIAS NA AMAZÔNIA;12008010004P8;12008010
1956;GESTÃO E REGULAÇÃO DE RECURSOS HÍDRICOS - PROFÁGUA;33004013069P2;12008010
1957;Hematologia;12008010008P3;12008010
1958;Letras e Artes;12008010006P0;12008010
1959;LETRAS E ARTES;12008010039P6;12008010
1960;MEDICINA TROPICAL;12008010001P9;12008010
1961;Multicêntrico em Bioquímica e Biologia Molecular;33287015001P7;12008010
1962;PROFNIT - PROPRIEDADE INTELECTUAL E TRANSFERÊNCIA DE TECNOLOGIA PARA INOVAÇÃO;31102000001P6;12008010
1963;Saúde da Família;33303002001P9;12008010
1964;SEGURANÇA PÚBLICA, CIDADANIA E DIREITOS HUMANOS;12008010007P7;12008010
1965;Matemática em Rede Nacional;31075010001P2;50002031
1966;LETRAS;23001011069P5;50002023
1967;Biodiversidade e Biotecnologia - Rede BIONORTE;12001015038P1;15006018
1968;BIOLOGIA PARASITÁRIA NA AMAZÔNIA;15006018002P7;15006018
1969;Ciências Ambientais;15006018005P6;15006018
1970;CIÊNCIAS DA RELIGIÃO;15006018004P0;15006018
1971;Cirurgia e Pesquisa Experimental;15006018007P9;15006018
1972;EDUCAÇÃO;15006018001P0;15006018
1973; EDUCAÇÃO ESCOLAR INDÍGENA;15006018009P1;15006018
1974;Enfermagem;15006018003P3;15006018
1975;ENSINO DE LÍNGUA PORTUGUESA E SUAS RESPECTIVAS LITERATURAS          ;15006018010P0;15006018
1976;ENSINO DE MATEMÁTICA;15006018008P5;15006018
1977;ENSINO EM SAÚDE NA AMAZÔNIA;15006018006P2;15006018
1978;GEOGRAFIA;15006018011P6;15006018
1979;ALIMENTAÇÃO, NUTRIÇÃO E SAÚDE;31004016052P7;31004016
1980;ARTES;31004016039P0;31004016
1981;BIOCIÊNCIAS;31004016001P3;31004016
1982;BIOÉTICA, ÉTICA APLICADA E SAÚDE COLETIVA;31001017141P0;31004016
1983;BIOLOGIA HUMANA E EXPERIMENTAL;31004016017P7;31004016
1984;BIOLOGIA VEGETAL;31004016055P6;31004016
1985;CIÊNCIA E TECNOLOGIA DE MATERIAIS;31004016049P6;31004016
1986;CIÊNCIA POLÍTICA;31004016061P6;31004016
1987;CIÊNCIAS COMPUTACIONAIS;31004016053P3;31004016
1988;CIÊNCIAS CONTÁBEIS;31004016014P8;31004016
1989;CIÊNCIAS CONTÁBEIS;31004016048P0;31004016
1990;CIÊNCIAS DO EXERCÍCIO E DO ESPORTE;31004016066P8;31004016
1991;CIÊNCIAS ECONÔMICAS;31004016032P6;31004016
1992;CIÊNCIAS MÉDICAS;31004016036P1;31004016
1993;CIÊNCIAS SOCIAIS;31004016020P8;31004016
1994;COMUNICAÇÃO;31004016033P2;31004016
1995;CONTROLADORIA E GESTÃO PÚBLICA;31004016161P0;31004016
1996;DESIGN;31004016041P5;31004016
1997;DIREITO;31004016015P4;31004016
1998;ECOLOGIA E EVOLUÇÃO;31004016047P3;31004016
1999;EDUCAÇÃO, CULTURA E COMUNICAÇÃO;31004016051P0;31004016
2000;EDUCAÇÃO;31004016006P5;31004016
2001;EDUCAÇÃO - PROCESSOS FORMATIVOS E DESIGUALDADES SOCIAIS;31004016058P5;31004016
2002;ENFERMAGEM;31004016026P6;31004016
2003;ENGENHARIA AMBIENTAL;31004016031P0;31004016
2004;ENGENHARIA AMBIENTAL - DEAMB;31004016156P7;31004016
2005;ENGENHARIA CIVIL;31004016034P9;31004016
2006;ENGENHARIA DE COMPUTAÇÃO;31004016030P3;31004016
2007;ENGENHARIA ELETRÔNICA;31004016043P8;31004016
2008;ENGENHARIA MECÂNICA;31004016044P4;31004016
2009;ENGENHARIA QUÍMICA;31004016038P4;31004016
2010;Ensino de Ciências, Ambiente e Sociedade;31004016063P9;31004016
2011;Ensino de História;31001017155P1;31004016
2012;Ensino em Educação Básica;31004016064P5;31004016
2013;FILOSOFIA;31004016016P0;31004016
2014;FÍSICA;31004016022P0;31004016
2015;FÍSICA MÉDICA;31004016158P0;31004016
2016;FISIOPATOLOGIA CLÍNICA E EXPERIMENTAL;31004016029P5;31004016
2017;FISIOPATOLOGIA E CIÊNCIAS CIRÚRGICAS;31004016050P4;31004016
2018;Geociências;31004016023P7;31004016
2019;GEOGRAFIA;31004016035P5;31004016
2020;GEOGRAFIA;31004016062P2;31004016
2021;GESTÃO E REGULAÇÃO DE RECURSOS HÍDRICOS - PROFÁGUA;33004013069P2;31004016
2022;HISTÓRIA;31004016024P3;31004016
2023;HISTÓRIA DA ARTE;31004016162P7;31004016
2024;HISTÓRIA SOCIAL;31004016046P7;31004016
2025;LETRAS;23001011069P5;31004016
2026;LETRAS;31004016009P4;31004016
2027;LETRAS E LINGUÍSTICA;31004016160P4;31004016
2028;Matemática em Rede Nacional;31075010001P2;31004016
2029;MEDICINA CARDIOLOGIA;31004016002P0;31004016
2030;MEDICINA ENDOCRINOLOGIA;31004016003P6;31004016
2031;MEDICINA NEFROLOGIA;31004016005P9;31004016
